time,massFlow,test,unit
"79740,31308","0,2602785035",2019_12_11,A3
"79800,31312","0,2612942802",2019_12_11,A3
"79860,31394","0,2624315614",2019_12_11,A3
"79920,31473","0,2626637356",2019_12_11,A3
"79980,31441","0,2643321777",2019_12_11,A3
"80040,31404","0,2643821785",2019_12_11,A3
"80100,31493","0,2571951962",2019_12_11,A3
"80160,31413","0,2559698667",2019_12_11,A3
"80220,31529","0,2556038004",2019_12_11,A3
"80280,31506","0,2593652995",2019_12_11,A3
"80340,31498","0,2620581328",2019_12_11,A3
"80400,31569","0,2623389889",2019_12_11,A3
"80460,31574","0,2629810698",2019_12_11,A3
"80520,31513","0,2609315696",2019_12_11,A3
"80580,31503","0,2631635437",2019_12_11,A3
"80640,31572","0,2634505435",2019_12_11,A3
"80700,31547","0,2631889364",2019_12_11,A3
"80760,31509","0,2633719278",2019_12_11,A3
"80820,31558","0,256199303",2019_12_11,A3
"80880,31562","0,2591174155",2019_12_11,A3
"80940,31583","0,2554530967",2019_12_11,A3
"81000,31524","0,2592927774",2019_12_11,A3
"81060,31565","0,2572678852",2019_12_11,A3
"81120,31579","0,2587379433",2019_12_11,A3
"81180,31586","0,2628523031",2019_12_11,A3
"81240,31573","0,2589658604",2019_12_11,A3
"81300,31611","0,2618893319",2019_12_11,A3
"81360,31594","0,2626992287",2019_12_11,A3
"81420,31658","0,2594354509",2019_12_11,A3
"81480,31643","0,2598628538",2019_12_11,A3
"81540,31693","0,2587279599",2019_12_11,A3
"81600,31628","0,2618439388",2019_12_11,A3
"81660,31639","0,2619612864",2019_12_11,A3
"81720,31673","0,2594275376",2019_12_11,A3
"81780,31724","0,2627438705",2019_12_11,A3
"81840,31706","0,2641104878",2019_12_11,A3
"81900,31712","0,2646186099",2019_12_11,A3
"81960,31748","0,2652148637",2019_12_11,A3
"82020,31717","0,2636735356",2019_12_11,A3
"82080,31747","0,264607775",2019_12_11,A3
"82140,31813","0,2640284664",2019_12_11,A3
"82200,3198","0,2630282659",2019_12_11,A3
"82260,32074","0,2643171524",2019_12_11,A3
"82320,32033","0,2657297972",2019_12_11,A3
"82380,32048","0,2656211143",2019_12_11,A3
"82440,32093","0,2653057333",2019_12_11,A3
"82500,32043","0,2581990528",2019_12_11,A3
"82560,32167","0,2598822197",2019_12_11,A3
"82620,3217","0,2600698856",2019_12_11,A3
"82680,32186","0,2617429188",2019_12_11,A3
"82740,32194","0,2624993255",2019_12_11,A3
"82800,32191","0,2626549709",2019_12_11,A3
"82860,32279","0,2625285914",2019_12_11,A3
"82920,32356","0,2536661551",2019_12_11,A3
"82980,32444","0,2505506436",2019_12_11,A3
"83040,32477","0,2529525038",2019_12_11,A3
"83100,32466","0,2559150745",2019_12_11,A3
"83160,32453","0,2591247946",2019_12_11,A3
"83220,32452","0,2605224976",2019_12_11,A3
"83280,32402","0,2623820948",2019_12_11,A3
"83340,32465","0,2592223422",2019_12_11,A3
"83400,32486","0,2614265362",2019_12_11,A3
"83460,32418","0,2580008525",2019_12_11,A3
"83520,32459","0,2569257426",2019_12_11,A3
"83580,32474","0,2602243123",2019_12_11,A3
"83640,3241","0,2613615601",2019_12_11,A3
"83700,32423","0,2620345765",2019_12_11,A3
"83760,32531","0,2627505484",2019_12_11,A3
"83820,32579","0,2635319472",2019_12_11,A3
"83880,32527","0,2591220232",2019_12_11,A3
"83940,3269","0,2621629926",2019_12_11,A3
"84000,32636","0,2620048097",2019_12_11,A3
"84060,32744","0,2599669123",2019_12_11,A3
"84120,32744","0,2601186844",2019_12_11,A3
"84180,32854","0,262598242",2019_12_11,A3
"84240,32817","0,2637491128",2019_12_11,A3
"84300,32813","0,2619799679",2019_12_11,A3
"84360,32863","0,2622481026",2019_12_11,A3
"84420,3289","0,2589455762",2019_12_11,A3
"84480,3281","0,2596507968",2019_12_11,A3
"84540,32851","0,2573660672",2019_12_11,A3
"84600,32898","0,2577296793",2019_12_11,A3
"84660,32948","0,2595208447",2019_12_11,A3
"84720,33031","0,2626499791",2019_12_11,A3
"84780,33062","0,2609971132",2019_12_11,A3
"84840,33005","0,2616524498",2019_12_11,A3
"84900,33072","0,2615698107",2019_12_11,A3
"84960,33202","0,2629114359",2019_12_11,A3
"85020,33116","0,2632243794",2019_12_11,A3
"85080,33161","0,2624161855",2019_12_11,A3
"85140,33102","0,2626714987",2019_12_11,A3
"85200,33212","0,2646780934",2019_12_11,A3
"85260,33187","0,2642702401",2019_12_11,A3
"85320,33125","0,2656114146",2019_12_11,A3
"85380,33191","0,2653463183",2019_12_11,A3
"85440,33151","0,253961686",2019_12_11,A3
"85500,3316","0,2532987032",2019_12_11,A3
"85560,33143","0,2535665541",2019_12_11,A3
"85620,33172","0,2572030928",2019_12_11,A3
"85680,33212","0,2565018456",2019_12_11,A3
"85740,33283","0,2603280035",2019_12_11,A3
"85800,33353","0,2627698309",2019_12_11,A3
"85860,33348","0,262409541",2019_12_11,A3
"85920,33329","0,2632363496",2019_12_11,A3
"85980,33345","0,2626804805",2019_12_11,A3
"86040,33379","0,2605661043",2019_12_11,A3
"86100,33359","0,2581708052",2019_12_11,A3
"86160,33324","0,258377787",2019_12_11,A3
"86220,333","0,2606520824",2019_12_11,A3
"86280,33304","0,262616456",2019_12_11,A3
"86340,33304","0,2637163243",2019_12_11,A3
"86400,33328","0,263400743",2019_12_11,A3
"86460,33372","0,2637295632",2019_12_11,A3
"86520,33354","0,2585519135",2019_12_11,A3
"86580,33454","0,2602643296",2019_12_11,A3
"86640,33404","0,2624028965",2019_12_11,A3
"86700,33572","0,2628746741",2019_12_11,A3
"86760,33669","0,2646439526",2019_12_11,A3
"86820,33614","0,2603465848",2019_12_11,A3
"86880,33672","0,2636014476",2019_12_11,A3
"86940,33616","0,2633175196",2019_12_11,A3
"87000,33744","0,2619926225",2019_12_11,A3
"87060,33754","0,2632095044",2019_12_11,A3
"87120,33734","0,2615100768",2019_12_11,A3
"87180,33912","0,2616653048",2019_12_11,A3
"87240,33862","0,2614193741",2019_12_11,A3
"87300,33973","0,2593987558",2019_12_11,A3
"87360,34089","0,2596666067",2019_12_11,A3
"87420,34059","0,258355416",2019_12_11,A3
"87480,34","0,2626149535",2019_12_11,A3
"87540,34076","0,2629306349",2019_12_11,A3
"87600,34041","0,2626657056",2019_12_11,A3
"87660,34072","0,2640679496",2019_12_11,A3
"87720,34045","0,2660980672",2019_12_11,A3
"87780,34099","0,2550131227",2019_12_11,A3
"87840,34074","0,2547986617",2019_12_11,A3
"87900,34067","0,2565786082",2019_12_11,A3
"87960,34154","0,2573203736",2019_12_11,A3
"88020,34242","0,2574133635",2019_12_11,A3
"88080,3423","0,260582749",2019_12_11,A3
"88140,34391","0,2634052005",2019_12_11,A3
"88200,3433","0,2633508924",2019_12_11,A3
"88260,3446","0,2580797854",2019_12_11,A3
"88320,34452","0,2581081331",2019_12_11,A3
"88380,34514","0,2585048175",2019_12_11,A3
"88440,34535","0,259767944",2019_12_11,A3
"88500,34565","0,2624456017",2019_12_11,A3
"88560,34566","0,2633169519",2019_12_11,A3
"88620,34525","0,2659982992",2019_12_11,A3
"88680,34512","0,2588105823",2019_12_11,A3
"88740,34527","0,262077699",2019_12_11,A3
"88800,34544","0,2660341262",2019_12_11,A3
"88860,34673","0,2638486637",2019_12_11,A3
"88920,34694","0,2647679112",2019_12_11,A3
"88980,34665","0,2644362863",2019_12_11,A3
"89040,34747","0,2631391359",2019_12_11,A3
"89100,349","0,2635683251",2019_12_11,A3
"89160,34799","0,2620609709",2019_12_11,A3
"89220,34877","0,2580646098",2019_12_11,A3
"89280,34831","0,2596736853",2019_12_11,A3
"89340,34826","0,2595342506",2019_12_11,A3
"89400,34944","0,2613667856",2019_12_11,A3
"89460,34969","0,2629721715",2019_12_11,A3
"89520,34969","0,2655834508",2019_12_11,A3
"89580,34967","0,2643126115",2019_12_11,A3
"89640,34933","0,2655503117",2019_12_11,A3
"89700,3509","0,2653214431",2019_12_11,A3
"89760,35073","0,2662968518",2019_12_11,A3
"89820,35098","0,2593278698",2019_12_11,A3
"89880,35023","0,254816091",2019_12_11,A3
"60,0008415","0,2805253215",2019_12_16,A4
"120,0020642","0,2926919037",2019_12_16,A4
"180,0023202","0,2484742314",2019_12_16,A4
"240,0029642","0,2441566128",2019_12_16,A4
"300,0023442","0,2410829885",2019_12_16,A4
"360,0025632","0,2471369301",2019_12_16,A4
"420,0025512","0,2539951924",2019_12_16,A4
"480,0033822","0,2618779628",2019_12_16,A4
"540,0030222","0,2703078542",2019_12_16,A4
"600,0026682","0,2722603245",2019_12_16,A4
"660,0034372","0,2737859762",2019_12_16,A4
"720,0038602","0,2736489121",2019_12_16,A4
"780,0043532","0,2731454813",2019_12_16,A4
"840,0049022","0,272149538",2019_12_16,A4
"900,0046802","0,2725108128",2019_12_16,A4
"960,0061472","0,2737900664",2019_12_16,A4
"1020,006371","0,2745805472",2019_12_16,A4
"1080,005416","0,2715729339",2019_12_16,A4
"1140,00588","0,2697362586",2019_12_16,A4
"1200,006625","0,2699099009",2019_12_16,A4
"1260,00694","0,2698656097",2019_12_16,A4
"1320,007766","0,2684092747",2019_12_16,A4
"1380,007567","0,2664632987",2019_12_16,A4
"1440,008576","0,2675338343",2019_12_16,A4
"1500,008389","0,2684468713",2019_12_16,A4
"1560,009089","0,2650205365",2019_12_16,A4
"1620,009116","0,2640464467",2019_12_16,A4
"1680,008727","0,2606242856",2019_12_16,A4
"1740,009168","0,2623034291",2019_12_16,A4
"1800,009329","0,2638134378",2019_12_16,A4
"1860,008281","0,2623456668",2019_12_16,A4
"1920,008526","0,2615629992",2019_12_16,A4
"1980,00877","0,261534351",2019_12_16,A4
"2040,008736","0,2625266548",2019_12_16,A4
"2100,008953","0,2612827274",2019_12_16,A4
"2160,00909","0,2645601114",2019_12_16,A4
"2220,009365","0,264816276",2019_12_16,A4
"2280,008918","0,2628207166",2019_12_16,A4
"2340,008676","0,2636545035",2019_12_16,A4
"2400,008971","0,2649711701",2019_12_16,A4
"2460,0086","0,2653359342",2019_12_16,A4
"2520,008686","0,2630131238",2019_12_16,A4
"2580,00817","0,2638200656",2019_12_16,A4
"2640,009949","0,2633851835",2019_12_16,A4
"2700,009286","0,2607610993",2019_12_16,A4
"2760,011017","0,264780616",2019_12_16,A4
"2820,010537","0,2619218533",2019_12_16,A4
"2880,01067","0,2650609379",2019_12_16,A4
"2940,010425","0,2662563336",2019_12_16,A4
"3000,011831","0,2611021735",2019_12_16,A4
"3060,012136","0,2613228783",2019_12_16,A4
"3120,011991","0,2616930515",2019_12_16,A4
"3180,0118","0,2624318452",2019_12_16,A4
"3240,012025","0,2635827327",2019_12_16,A4
"3300,012521","0,2655534504",2019_12_16,A4
"3360,012407","0,2628408838",2019_12_16,A4
"3420,012644","0,2628086295",2019_12_16,A4
"3480,013048","0,2634360691",2019_12_16,A4
"3540,012223","0,2657891305",2019_12_16,A4
"3600,012368","0,2612759827",2019_12_16,A4
"3660,01273","0,2625231322",2019_12_16,A4
"3720,012849","0,2626491778",2019_12_16,A4
"3780,012528","0,2629006678",2019_12_16,A4
"3840,012382","0,2625147014",2019_12_16,A4
"3900,012506","0,2629226381",2019_12_16,A4
"3960,012388","0,2625088582",2019_12_16,A4
"4020,013222","0,2629064108",2019_12_16,A4
"4080,01405","0,2630806208",2019_12_16,A4
"4140,015521","0,2588302154",2019_12_16,A4
"4200,017193","0,2614271539",2019_12_16,A4
"4260,018197","0,2612950314",2019_12_16,A4
"4320,018277","0,2605404111",2019_12_16,A4
"4380,017522","0,2608613347",2019_12_16,A4
"4440,01729","0,2615342341",2019_12_16,A4
"4500,018319","0,2609225043",2019_12_16,A4
"4560,017991","0,2602822431",2019_12_16,A4
"4620,018128","0,2605160534",2019_12_16,A4
"4680,018486","0,2600341254",2019_12_16,A4
"4740,020019","0,2582483024",2019_12_16,A4
"4800,020159","0,2588680457",2019_12_16,A4
"4860,020289","0,259105462",2019_12_16,A4
"4920,020606","0,2583166508",2019_12_16,A4
"4980,020902","0,2597401973",2019_12_16,A4
"5040,02021","0,2596665232",2019_12_16,A4
"5100,020746","0,2600066792",2019_12_16,A4
"5160,021675","0,2600168296",2019_12_16,A4
"5220,021883","0,2592432607",2019_12_16,A4
"5280,022033","0,2587086607",2019_12_16,A4
"5340,021509","0,2596423325",2019_12_16,A4
"5400,022112","0,2603419436",2019_12_16,A4
"5460,021993","0,2618997996",2019_12_16,A4
"5520,022847","0,2599209849",2019_12_16,A4
"5580,02222","0,2590388833",2019_12_16,A4
"5640,022449","0,2603228615",2019_12_16,A4
"5700,023073","0,2600185325",2019_12_16,A4
"5760,022344","0,2594345828",2019_12_16,A4
"5820,022376","0,2588237044",2019_12_16,A4
"5880,022619","0,2601758807",2019_12_16,A4
"5940,023645","0,2596233339",2019_12_16,A4
"6000,023728","0,2594632143",2019_12_16,A4
"6060,024787","0,2588929877",2019_12_16,A4
"6120,026139","0,2604713615",2019_12_16,A4
"6180,026165","0,260425718",2019_12_16,A4
"6240,026993","0,2597694298",2019_12_16,A4
"6300,026227","0,2595649523",2019_12_16,A4
"6360,027422","0,259683986",2019_12_16,A4
"6420,027327","0,2598399485",2019_12_16,A4
"6480,028626","0,2610785837",2019_12_16,A4
"6540,02915","0,2580956454",2019_12_16,A4
"6600,028995","0,2600382991",2019_12_16,A4
"6660,030097","0,2618543898",2019_12_16,A4
"6720,029343","0,2632888713",2019_12_16,A4
"6780,031081","0,2640626239",2019_12_16,A4
"6840,030882","0,2631281007",2019_12_16,A4
"6900,031335","0,2636946044",2019_12_16,A4
"6960,032181","0,2653884726",2019_12_16,A4
"7020,03205","0,2651457473",2019_12_16,A4
"7080,031822","0,2638719195",2019_12_16,A4
"7140,031809","0,2639010686",2019_12_16,A4
"7200,032933","0,2642770516",2019_12_16,A4
"7260,033126","0,2636102791",2019_12_16,A4
"7320,033585","0,2651071323",2019_12_16,A4
"7380,033752","0,2658774458",2019_12_16,A4
"7440,033463","0,2654562033",2019_12_16,A4
"7500,033382","0,2615742515",2019_12_16,A4
"7560,034748","0,2639182141",2019_12_16,A4
"7620,034967","0,2642651816",2019_12_16,A4
"7680,034731","0,2643697743",2019_12_16,A4
"7740,036171","0,2618256414",2019_12_16,A4
"7800,035605","0,264135313",2019_12_16,A4
"7860,036092","0,2647374433",2019_12_16,A4
"7920,035459","0,2640632416",2019_12_16,A4
"7980,035826","0,2631481177",2019_12_16,A4
"8040,036211","0,2629007847",2019_12_16,A4
"8100,036269","0,2635961887",2019_12_16,A4
"8160,037496","0,2640286668",2019_12_16,A4
"8220,037236","0,2636614653",2019_12_16,A4
"8280,037389","0,2622896225",2019_12_16,A4
"8340,037972","0,261424633",2019_12_16,A4
"8400,037643","0,2629140236",2019_12_16,A4
"8460,037548","0,2624453179",2019_12_16,A4
"8520,038835","0,2616965073",2019_12_16,A4
"8580,038835","0,2609582144",2019_12_16,A4
"8640,039289","0,2612014573",2019_12_16,A4
"8700,03867","0,2607917008",2019_12_16,A4
"8760,038903","0,2602565165",2019_12_16,A4
"8820,038795","0,2613608756",2019_12_16,A4
"8880,038304","0,2619472628",2019_12_16,A4
"8940,038919","0,2600901197",2019_12_16,A4
"9000,038714","0,2587026506",2019_12_16,A4
"9060,039789","0,2591899376",2019_12_16,A4
"9120,039595","0,2593835802",2019_12_16,A4
"9180,039545","0,2601360136",2019_12_16,A4
"9240,039645","0,2616231171",2019_12_16,A4
"9300,039255","0,261070253",2019_12_16,A4
"9360,039305","0,2557727348",2019_12_16,A4
"9420,039295","0,2550352266",2019_12_16,A4
"9480,039785","0,2566034667",2019_12_16,A4
"9540,039385","0,2603939311",2019_12_16,A4
"9600,040175","0,2618743567",2019_12_16,A4
"9660,039335","0,2626324496",2019_12_16,A4
"9720,041335","0,2635922487",2019_12_16,A4
"9780,040915","0,263059986",2019_12_16,A4
"9840,040535","0,2655009119",2019_12_16,A4
"9900,040625","0,2647994978",2019_12_16,A4
"9960,040475","0,2641012723",2019_12_16,A4
"10020,04131","0,2640825575",2019_12_16,A4
"10080,0411","0,2648285634",2019_12_16,A4
"10140,04076","0,2655818482",2019_12_16,A4
"10200,04219","0,2658386638",2019_12_16,A4
"10260,04136","0,2655670399",2019_12_16,A4
"10320,04314","0,265512281",2019_12_16,A4
"10380,04244","0,2645587424",2019_12_16,A4
"10440,04343","0,2644339323",2019_12_16,A4
"10500,04355","0,2634233477",2019_12_16,A4
"10560,04388","0,2649229723",2019_12_16,A4
"10620,04368","0,2646153377",2019_12_16,A4
"10680,04488","0,2638217184",2019_12_16,A4
"10740,0448","0,2664952525",2019_12_16,A4
"10800,04482","0,2650359124",2019_12_16,A4
"10860,04455","0,2640885008",2019_12_16,A4
"10920,04591","0,2651293197",2019_12_16,A4
"10980,0469","0,2645027315",2019_12_16,A4
"11040,04661","0,2615870063",2019_12_16,A4
"11100,04714","0,2624170036",2019_12_16,A4
"11160,04683","0,2629688993",2019_12_16,A4
"11220,04635","0,2630042255",2019_12_16,A4
"11280,04644","0,2617071252",2019_12_16,A4
"11340,04675","0,2627839547",2019_12_16,A4
"11400,047","0,2638415851",2019_12_16,A4
"11460,04696","0,2653614438",2019_12_16,A4
"11520,0477","0,2637146715",2019_12_16,A4
"11580,04782","0,2642669345",2019_12_16,A4
"11640,04825","0,2647797478",2019_12_16,A4
"11700,04905","0,2635746524",2019_12_16,A4
"11760,0488","0,25707274",2019_12_16,A4
"11820,0486","0,2619449923",2019_12_16,A4
"11880,04877","0,2629417203",2019_12_16,A4
"11940,04855","0,2652282863",2019_12_16,A4
"12000,05002","0,2650180323",2019_12_16,A4
"12060,04964","0,2655272563",2019_12_16,A4
"12120,05022","0,2643998917",2019_12_16,A4
"12180,05067","0,2632530944",2019_12_16,A4
"12240,05121","0,2641632934",2019_12_16,A4
"12300,05156","0,2649058935",2019_12_16,A4
"12360,05187","0,2648936062",2019_12_16,A4
"12420,05197","0,2644303764",2019_12_16,A4
"12480,05299","0,2651263814",2019_12_16,A4
"12540,05362","0,264365801",2019_12_16,A4
"12600,05353","0,2630669144",2019_12_16,A4
"12660,05356","0,2643851669",2019_12_16,A4
"12720,0542","0,2638331042",2019_12_16,A4
"12780,05409","0,2618623365",2019_12_16,A4
"12840,05411","0,2626926009",2019_12_16,A4
"12900,05382","0,2633886727",2019_12_16,A4
"12960,05433","0,2635677575",2019_12_16,A4
"13020,05359","0,2631945793",2019_12_16,A4
"13080,05443","0,2637438539",2019_12_16,A4
"13140,05468","0,2640468307",2019_12_16,A4
"13200,05573","0,2646058217",2019_12_16,A4
"13260,05533","0,2639695005",2019_12_16,A4
"13320,05661","0,2651425586",2019_12_16,A4
"13380,05682","0,2648142392",2019_12_16,A4
"13440,05703","0,2656371746",2019_12_16,A4
"13500,05722","0,2653400912",2019_12_16,A4
"13560,05809","0,2663896581",2019_12_16,A4
"13620,05837","0,2639033725",2019_12_16,A4
"13680,05884","0,2655111625",2019_12_16,A4
"13740,05916","0,2657653571",2019_12_16,A4
"13800,0586","0,2661450129",2019_12_16,A4
"13860,05916","0,2648413182",2019_12_16,A4
"13920,05837","0,2654289407",2019_12_16,A4
"13980,05842","0,2661374168",2019_12_16,A4
"14040,05971","0,2653292563",2019_12_16,A4
"14100,0593","0,264613084",2019_12_16,A4
"14160,06086","0,2643491229",2019_12_16,A4
"14220,06157","0,2633041971",2019_12_16,A4
"14280,06186","0,2630800197",2019_12_16,A4
"14340,06312","0,2645407789",2019_12_16,A4
"14400,06321","0,2636893789",2019_12_16,A4
"14460,06308","0,2638029368",2019_12_16,A4
"14520,06366","0,2635658376",2019_12_16,A4
"14580,06406","0,2636957563",2019_12_16,A4
"14640,06439","0,2630175646",2019_12_16,A4
"14700,0642","0,263626256",2019_12_16,A4
"14760,0638","0,2618254077",2019_12_16,A4
"14820,06503","0,2628872285",2019_12_16,A4
"14880,06523","0,2616306631",2019_12_16,A4
"14940,06567","0,2644322462",2019_12_16,A4
"15000,06539","0,2650974827",2019_12_16,A4
"15060,06592","0,2623268351",2019_12_16,A4
"15120,06702","0,2628179452",2019_12_16,A4
"15180,06697","0,2639380141",2019_12_16,A4
"15240,06622","0,2634448172",2019_12_16,A4
"15300,06701","0,262185397",2019_12_16,A4
"15360,06691","0,2630864138",2019_12_16,A4
"15420,06647","0,2649287821",2019_12_16,A4
"15480,06692","0,2644873556",2019_12_16,A4
"15540,06721","0,2644238153",2019_12_16,A4
"15600,06679","0,264292561",2019_12_16,A4
"15660,06719","0,2616292942",2019_12_16,A4
"15720,06652","0,2598940897",2019_12_16,A4
"15780,06817","0,2601522242",2019_12_16,A4
"15840,06808","0,2624526636",2019_12_16,A4
"15900,06816","0,2625863553",2019_12_16,A4
"15960,06754","0,2620041753",2019_12_16,A4
"16020,06769","0,2628577789",2019_12_16,A4
"16080,06844","0,2621368653",2019_12_16,A4
"16140,06864","0,2619809529",2019_12_16,A4
"16200,0686","0,2613976542",2019_12_16,A4
"16260,06886","0,2615863552",2019_12_16,A4
"16320,06921","0,2609178131",2019_12_16,A4
"16380,06897","0,262022022",2019_12_16,A4
"16440,06999","0,2631780181",2019_12_16,A4
"16500,06985","0,2621507554",2019_12_16,A4
"16560,06934","0,2610374645",2019_12_16,A4
"16620,06972","0,2617958913",2019_12_16,A4
"16680,07022","0,2607848726",2019_12_16,A4
"16740,06975","0,2615121469",2019_12_16,A4
"16800,06936","0,2627563749",2019_12_16,A4
"16860,06992","0,2634686072",2019_12_16,A4
"16920,07019","0,2632062656",2019_12_16,A4
"16980,06996","0,2624565368",2019_12_16,A4
"17040,06959","0,2611775837",2019_12_16,A4
"17100,06993","0,262740782",2019_12_16,A4
"17160,07003","0,2629028381",2019_12_16,A4
"17220,06931","0,2637908497",2019_12_16,A4
"17280,06997","0,2628062088",2019_12_16,A4
"17340,07053","0,2622638291",2019_12_16,A4
"17400,07078","0,2615676738",2019_12_16,A4
"17460,07163","0,261325249",2019_12_16,A4
"17520,07196","0,2615954706",2019_12_16,A4
"17580,07181","0,2618493479",2019_12_16,A4
"17640,0721","0,2615740846",2019_12_16,A4
"17700,07314","0,261479275",2019_12_16,A4
"17760,0733","0,261722835",2019_12_16,A4
"17820,07347","0,262451712",2019_12_16,A4
"17880,07319","0,2609770962",2019_12_16,A4
"17940,07502","0,2624400758",2019_12_16,A4
"18000,07462","0,2610196011",2019_12_16,A4
"18060,07481","0,2600033236",2019_12_16,A4
"18120,07459","0,2604214107",2019_12_16,A4
"18180,07437","0,2626966577",2019_12_16,A4
"18240,07474","0,262300424",2019_12_16,A4
"18300,07439","0,2620649609",2019_12_16,A4
"18360,07441","0,2613043304",2019_12_16,A4
"18420,07597","0,2616080751",2019_12_16,A4
"18480,07722","0,2632626772",2019_12_16,A4
"18540,07638","0,2633912103",2019_12_16,A4
"18600,07711","0,2620636086",2019_12_16,A4
"18660,0771","0,2603520607",2019_12_16,A4
"18720,07678","0,2606098947",2019_12_16,A4
"18780,07715","0,2630495184",2019_12_16,A4
"18840,0769","0,2621032921",2019_12_16,A4
"18900,07704","0,2620186496",2019_12_16,A4
"18960,08118","0,2629625386",2019_12_16,A4
"19020,08062","0,2621496368",2019_12_16,A4
"19080,08053","0,2625784754",2019_12_16,A4
"19140,08046","0,2625499941",2019_12_16,A4
"19200,08042","0,2621934105",2019_12_16,A4
"19260,08156","0,2619100167",2019_12_16,A4
"19320,08158","0,2617085609",2019_12_16,A4
"19380,08146","0,2633045978",2019_12_16,A4
"19440,08316","0,2626307968",2019_12_16,A4
"19500,08418","0,2612873352",2019_12_16,A4
"19560,08504","0,2609597503",2019_12_16,A4
"19620,08528","0,2609091485",2019_12_16,A4
"19680,0863","0,2607425013",2019_12_16,A4
"19740,08588","0,2625548523",2019_12_16,A4
"19800,08566","0,2578210665",2019_12_16,A4
"19860,08607","0,2563536628",2019_12_16,A4
"19920,08592","0,2565776399",2019_12_16,A4
"19980,08555","0,2583160831",2019_12_16,A4
"20040,08588","0,2594904101",2019_12_16,A4
"20100,08687","0,2600281654",2019_12_16,A4
"20160,08691","0,2582515412",2019_12_16,A4
"20220,08716","0,2607979279",2019_12_16,A4
"20280,08677","0,2592752312",2019_12_16,A4
"20340,08721","0,2608800328",2019_12_16,A4
"20400,08705","0,2618431375",2019_12_16,A4
"20460,08709","0,2632481528",2019_12_16,A4
"20520,08621","0,2631208885",2019_12_16,A4
"20580,08725","0,2627125678",2019_12_16,A4
"20640,08855","0,2627956744",2019_12_16,A4
"20700,09013","0,2626884439",2019_12_16,A4
"20760,08927","0,2615684083",2019_12_16,A4
"20820,08958","0,2623038631",2019_12_16,A4
"20880,09003","0,2608379286",2019_12_16,A4
"20940,08951","0,2613023437",2019_12_16,A4
"21000,08945","0,2612968345",2019_12_16,A4
"21060,09031","0,2608264092",2019_12_16,A4
"21120,08929","0,2615076227",2019_12_16,A4
"21180,09056","0,2612150301",2019_12_16,A4
"21240,09093","0,2619730061",2019_12_16,A4
"21300,09065","0,2641457806",2019_12_16,A4
"21360,09031","0,2623145979",2019_12_16,A4
"21420,09125","0,2643031622",2019_12_16,A4
"21480,09114","0,2643678711",2019_12_16,A4
"21540,09098","0,2642168669",2019_12_16,A4
"21600,0912","0,2640181324",2019_12_16,A4
"21660,09047","0,264434116",2019_12_16,A4
"21720,09043","0,264061856",2019_12_16,A4
"21780,09205","0,2633341642",2019_12_16,A4
"21840,0922","0,2627089951",2019_12_16,A4
"21900,09288","0,2632538791",2019_12_16,A4
"21960,09352","0,2624148166",2019_12_16,A4
"22020,09451","0,2613672864",2019_12_16,A4
"22080,09547","0,2629328219",2019_12_16,A4
"22140,09555","0,2624505768",2019_12_16,A4
"22200,09614","0,2626932186",2019_12_16,A4
"22260,09575","0,2640832754",2019_12_16,A4
"22320,09632","0,2627641547",2019_12_16,A4
"22380,09674","0,2635390091",2019_12_16,A4
"22440,09633","0,2622258318",2019_12_16,A4
"22500,09672","0,2640864974",2019_12_16,A4
"22560,09634","0,2643105413",2019_12_16,A4
"22620,09634","0,2635136664",2019_12_16,A4
"22680,09718","0,2622391876",2019_12_16,A4
"22740,09661","0,261988549",2019_12_16,A4
"22800,09668","0,2616677422",2019_12_16,A4
"22860,09728","0,2609662947",2019_12_16,A4
"22920,09749","0,261420092",2019_12_16,A4
"22980,09769","0,2625607122",2019_12_16,A4
"23040,09825","0,2623026444",2019_12_16,A4
"23100,09888","0,2613856507",2019_12_16,A4
"23160,09883","0,2613332792",2019_12_16,A4
"23220,09833","0,261891953",2019_12_16,A4
"23280,09919","0,2635865558",2019_12_16,A4
"23340,09884","0,2643759848",2019_12_16,A4
"23400,09844","0,2633862686",2019_12_16,A4
"23460,09973","0,2654691417",2019_12_16,A4
"23520,09936","0,2645004276",2019_12_16,A4
"23580,10018","0,264137283",2019_12_16,A4
"23640,10028","0,2643653335",2019_12_16,A4
"23700,10048","0,2636517155",2019_12_16,A4
"23760,1003","0,2634691415",2019_12_16,A4
"23820,10113","0,2588361587",2019_12_16,A4
"23880,1011","0,2598140549",2019_12_16,A4
"23940,10159","0,2612771513",2019_12_16,A4
"24000,10241","0,2622654985",2019_12_16,A4
"24060,10137","0,2622348135",2019_12_16,A4
"24120,10194","0,2615484247",2019_12_16,A4
"24180,10285","0,2628078449",2019_12_16,A4
"24240,10406","0,2629466619",2019_12_16,A4
"24300,10514","0,263368639",2019_12_16,A4
"24360,10476","0,2627716172",2019_12_16,A4
"24420,10512","0,2618183624",2019_12_16,A4
"24480,1045","0,2642333947",2019_12_16,A4
"24540,10502","0,2637579443",2019_12_16,A4
"24600,10496","0,2636988449",2019_12_16,A4
"24660,10449","0,2649694839",2019_12_16,A4
"24720,10589","0,2638020519",2019_12_16,A4
"24780,10625","0,2628902336",2019_12_16,A4
"24840,10764","0,2621851633",2019_12_16,A4
