time,massFlow,signal,unit,anomaly
61980.09683795,0.26173989703116,2019_07_01,A1,0
62040.09627795,0.303606411130931,2019_07_01,A1,0
62100.09640795,0.255889498075372,2019_07_01,A1,0
62160.09646795,0.299540599801128,2019_07_01,A1,0
62220.09676795,0.237731412878249,2019_07_01,A1,0
62280.09615795,0.240876557614717,2019_07_01,A1,0
62340.09645795,0.242236079673994,2019_07_01,A1,0
62400.09606795,0.24579478730751,2019_07_01,A1,0
62460.09681795,0.237681528894244,2019_07_01,A1,0
62520.09669795,0.248797859543905,2019_07_01,A1,0
62580.09626795,0.248728509460459,2019_07_01,A1,0
62640.09633795,0.241346966205265,2019_07_01,A1,0
62700.09607795,0.24079037922429,2019_07_01,A1,0
62760.09648795,0.249261022579936,2019_07_01,A1,0
62820.09631795,0.242668691277693,2019_07_01,A1,0
62880.09682795,0.242449806124537,2019_07_01,A1,0
62940.09633795,0.248012821294761,2019_07_01,A1,0
63000.09683795,0.241854303638153,2019_07_01,A1,0
63060.09660795,0.244357768134839,2019_07_01,A1,0
63120.09626795,0.241011217653575,2019_07_01,A1,0
63180.09629795,0.250438705182691,2019_07_01,A1,0
63240.09645795,0.246751948656925,2019_07_01,A1,0
63300.09621795,0.25133202571416,2019_07_01,A1,0
63360.09689795,0.246342776478806,2019_07_01,A1,0
63420.09686795,0.247492845924163,2019_07_01,A1,0
63480.09704795,0.239617321077064,2019_07_01,A1,0
63540.09721795,0.245585301306649,2019_07_01,A1,0
63600.09808795,0.244371090560872,2019_07_01,A1,0
63660.09717795,0.254939081420331,2019_07_01,A1,0
63720.09725795,0.246670912219622,2019_07_01,A1,0
63780.09732795,0.246330989992132,2019_07_01,A1,0
63840.09734795,0.249526936909518,2019_07_01,A1,0
63900.09731795,0.248882618905287,2019_07_01,A1,0
63960.09744795,0.254031620398734,2019_07_01,A1,0
64020.09749795,0.248460324650794,2019_07_01,A1,0
64080.09714795,0.250878762662557,2019_07_01,A1,0
64140.09717795,0.246924906486755,2019_07_01,A1,0
64200.09728795,0.251618157405386,2019_07_01,A1,0
64260.09727795,0.251002804813715,2019_07_01,A1,0
64320.09733795,0.255900850531805,2019_07_01,A1,0
64380.09738795,0.245357417672506,2019_07_01,A1,0
64440.09743795,0.248952820411761,2019_07_01,A1,0
64500.09722795,0.247418737837422,2019_07_01,A1,0
64560.09798795,0.246623482371887,2019_07_01,A1,0
64620.09797795,0.243839078273528,2019_07_01,A1,0
64680.09780795,0.254509191048435,2019_07_01,A1,0
64740.09796795,0.244595935731248,2019_07_01,A1,0
64800.09783795,0.252807426173165,2019_07_01,A1,0
64860.09790795,0.246226614262064,2019_07_01,A1,0
64920.09787795,0.250580827763177,2019_07_01,A1,0
64980.09799795,0.254785389340283,2019_07_01,A1,0
65040.09905795,0.257888062581971,2019_07_01,A1,0
65100.10011795,0.258696890903609,2019_07_01,A1,0
65160.09926795,0.248325180473274,2019_07_01,A1,0
65220.09922795,0.255423547005645,2019_07_01,A1,0
65280.09923795,0.251999683039165,2019_07_01,A1,0
65340.09928795,0.254810848871894,2019_07_01,A1,0
65400.09943795,0.246704902787028,2019_07_01,A1,0
65460.09952795,0.264102958486889,2019_07_01,A1,0
65520.09960795,0.25392228634372,2019_07_01,A1,0
65580.09972795,0.257490893961664,2019_07_01,A1,0
65640.09988795,0.250014157141586,2019_07_01,A1,0
65700.09993795,0.253190587879119,2019_07_01,A1,0
65760.10006795,0.254488088848811,2019_07_01,A1,0
65820.10123795,0.252189869875294,2019_07_01,A1,0
65880.10086795,0.252559225016553,2019_07_01,A1,0
65940.10089795,0.260227100284623,2019_07_01,A1,0
66000.10093795,0.252447203088669,2019_07_01,A1,0
66060.10096795,0.24560611968926,2019_07_01,A1,0
66120.10126795,0.250621713266195,2019_07_01,A1,0
66180.10211795,0.250997212080862,2019_07_01,A1,0
66240.10114795,0.249616253952546,2019_07_01,A1,0
66300.10121795,0.260136631308083,2019_07_01,A1,0
66360.10124795,0.252872519085448,2019_07_01,A1,0
66420.10224795,0.265125262857009,2019_07_01,A1,0
66480.10227795,0.247757775254941,2019_07_01,A1,0
66540.10239795,0.256823704109859,2019_07_01,A1,0
66600.10236795,0.2568945066373,2019_07_01,A1,0
66660.10247795,0.244919914489735,2019_07_01,A1,0
66720.10249795,0.256059233813256,2019_07_01,A1,0
66780.10257795,0.256690162645581,2019_07_01,A1,0
66840.10260795,0.254006828661973,2019_07_01,A1,0
66900.10269795,0.266631398376524,2019_07_01,A1,0
66960.10267795,0.262850082665773,2019_07_01,A1,0
